,Y,T,X
0,-2.9294870368992507,0.0,-1.7497654730546974
1,1.9436152755018883,1.0,1.5426804033275021
2,0.6738095877436652,1.0,2.353035802563644
3,-0.14338794742611002,0.0,-0.25243603652138985
4,3.278035883807754,1.0,2.1813207869512317
5,-0.09022324603558335,0.0,0.5142188413943821
6,0.2872535696037541,0.0,0.22117966922140045
7,2.1131835966415857,1.0,0.1299566694317067
8,3.024720894364845,1.0,1.0105041691768246
9,-0.5739131667336702,0.0,0.25500144427338167
10,-1.6170106970019877,0.0,-0.4580269855026243
11,3.2397538852514773,1.0,1.635163488122892
12,2.0077683648307145,1.0,0.6164049496773352
13,-0.6141906147491277,0.0,0.816847071685779
14,0.10544257132013568,0.0,0.672720805709661
15,1.4958891587798997,1.0,1.0955888566093723
16,4.054274674626898,1.0,0.6687196231480902
17,1.4142035381099305,0.0,1.0297326851333461
18,0.5752238298990411,1.0,0.7618643772955827
19,-0.9176240843688002,0.0,-1.1183182462554362
20,2.432671137920068,1.0,2.8189816606752593
21,3.125837590641523,0.0,1.5416051745134067
22,-1.5733147424025327,0.0,-0.251879139213213
23,-1.686877001415731,0.0,-0.8424357382512976
24,2.7304502140800806,1.0,1.3845186905639428
25,2.066890642327975,1.0,2.137082201108952
26,1.4607050171896259,0.0,0.7310003438348087
27,3.773691701639266,1.0,2.561556125145331
28,3.5062310643184014,1.0,0.8737619407976974
29,3.638666330248549,1.0,1.2556760148547768
30,1.4979593449055435,1.0,1.4223996085553048
31,-2.2041378734496737,0.0,-1.4432169952253369
32,3.6068159724829525,1.0,0.4436476944055645
33,1.5237934337953907,0.0,0.8164540110192858
34,-0.6919427975670899,0.0,0.7504447615341785
35,-0.4764280166027395,0.0,-0.4559469274680022
36,2.165150427356001,1.0,2.3896222680291253
37,-1.0755476476619092,0.0,-1.690616826383604
38,2.6375763208962284,1.0,-0.15639904886131273
39,-0.4330277238778387,0.0,-1.2324345139149262
40,-1.796150334023251,0.0,-0.5444391616724643
41,1.731519861220029,1.0,0.5318282631865723
42,0.7847464979239279,0.0,0.007314563228903049
43,-0.8671780311835566,0.0,-0.6129387354781626
44,5.824616820275281,1.0,2.499748074755309
45,1.2835353812602335,1.0,-0.5330956236532811
46,1.5350535589260645,1.0,0.21668990087037
47,1.013439073277148,0.0,0.3575077531673654
48,-0.9365877601522163,0.0,-1.6135785028221759
49,3.5210407759761195,1.0,2.670713866612129
50,1.4670416225912721,0.0,-1.1880175973177194
51,-0.5500318881155746,0.0,-0.5497461935354897
52,2.6482670552758516,1.0,0.2599538384552318
53,-0.3095654164250205,0.0,-0.8279323643658708
54,-0.24362661963451265,0.0,0.1088634678336795
55,-0.7922748865319623,0.0,0.50780959049232
56,3.940064845563369,1.0,0.33777265348952024
57,2.9924780498531316,1.0,2.449469742726979
58,1.0379587775165415,0.0,-0.07961124591739943
59,1.98767020987452,1.0,0.3102685187349661
60,-0.6261575359302225,0.0,-0.8817983894830175
61,2.30984925623447,1.0,1.21863894948806
62,3.759553423038514,1.0,1.4378446219236218
63,1.2400450878670743,1.0,1.2135485486286124
64,3.638391683867421,1.0,-0.435529399380822
65,0.6616169732838928,1.0,0.155790122290683
66,0.5593756725339846,0.0,0.6130388816875463
67,1.4647045139876633,0.0,0.7362052133238238
68,1.5436562904573266,1.0,2.2269214393997903
69,1.7579259853246403,1.0,-0.2321906110589267
70,-0.9877823463426365,0.0,-1.841188300186717
71,-1.4286347033680677,0.0,0.36609322616730366
72,2.8301468149084825,1.0,0.8682228649471914
73,1.6726256800899426,1.0,0.5107820219102468
74,4.138024109339876,1.0,3.2346075615049337
75,4.444773561413876,1.0,0.6492855880854072
76,3.88831513574954,1.0,1.950453330326841
77,-0.9312400401140605,0.0,-1.3069923390808191
78,-0.009415000784657901,0.0,0.5805733357942744
79,-2.1316691016234053,0.0,-1.1045230926622938
80,-0.031344862211489966,0.0,0.6901214702247076
81,3.1047629262936223,1.0,1.8868900661384047
82,2.1656989497171044,1.0,-0.3666875295783911
83,-0.46056104600555825,0.0,0.9049741214666812
84,4.622083564716372,1.0,1.9788223993230671
85,0.06947833099061057,0.0,0.4282328705967407
86,2.2117921931935167,1.0,1.3088719898979144
87,-0.5715765767090207,0.0,0.028283634823073247
88,3.1718170916645203,1.0,0.6211741752090115
89,-0.4037485869208417,0.0,-1.1994511991939312
90,3.4218271814900474,1.0,-0.5059520057381703
91,0.7714891488145494,0.0,0.3691639571070058
92,5.324128381821659,1.0,3.076573426962166
93,1.8138798871319213,0.0,-0.37690335016897475
94,0.8264332380638548,0.0,1.8319360818255361
95,0.651285131076532,0.0,0.003017434031214063
96,2.6120020195412654,1.0,1.1239765342753767
97,1.020034659042489,0.0,0.003957593987599105
98,2.1105070775231534,1.0,1.014985889102886
99,-0.16483935033673225,0.0,-2.4871515352227695
