,Y,T,C
0,6.590680871564891,1.0,1.3591964285122964
1,1.0402000531272624,0.0,1.450259239764499
2,0.26359125903239294,0.0,0.8994908942092319
3,0.2585262170007598,0.0,0.6727296263763236
4,4.054359418695704,1.0,0.23464045623382937
5,5.113817527976341,1.0,-0.7702314083454874
6,6.1229811103515885,1.0,0.7473502314557235
7,4.749666818076998,1.0,0.5642491015284974
8,-1.7602357190242306,0.0,-1.0313959967633608
9,0.5527645431823927,1.0,0.1893555282596424
10,1.7486829875633056,1.0,-1.2043839823458264
11,0.3866741038269986,0.0,0.4674528862028845
12,3.6376846757007306,1.0,-0.27724994759770144
13,5.529960309832248,1.0,-0.6322697085749158
14,2.9291505701265708,1.0,0.21172976804006557
15,2.817564204277377,0.0,1.1298194213775774
16,3.6460029455085223,1.0,-0.32325134065209415
17,-1.7691985198487195,0.0,-1.9452979827904593
18,2.600525982822579,0.0,0.9647649149242282
19,-1.8647195872802307,0.0,-0.7108277996829219
20,0.019861631219920572,0.0,0.48417978885907403
21,2.6940423491166006,1.0,-0.21905033298549417
22,3.0863742411753217,1.0,-0.3961211418436388
23,2.31418011020921,1.0,-0.5816291785566774
24,1.3350066234072484,0.0,-0.5492634821405898
25,-1.740746766876161,0.0,-0.742701623090555
26,1.2569589711814357,1.0,-1.8814760489686344
27,4.473944506522739,1.0,1.3196832139581158
28,-2.4305885273824983,0.0,-1.1898198766692811
29,5.445290343125195,1.0,2.07568743880808
30,3.7276824582364263,1.0,0.9226353743303367
31,6.154960420873253,1.0,0.3184040639432283
32,2.073087436421388,0.0,2.3923917379835333
33,2.7880653364411057,1.0,-0.3772562947276347
34,4.234801942091145,1.0,1.0784424982727547
35,1.9704746277033456,0.0,1.0211348469580126
36,1.4077395470532623,0.0,0.9468936451254591
37,3.4860359541986314,1.0,0.3407348913759374
38,3.6134114912658943,1.0,-0.7588408251810247
39,-0.838188824546729,0.0,-0.90267581816493
40,-1.3736533059026135,0.0,-0.9252769215092344
41,1.460843998435832,1.0,0.3509051522691663
42,4.777135364019262,1.0,1.3034656360792
43,5.5527568649025545,1.0,2.637649400843067
44,-1.1377341769816596,0.0,0.11252026372402339
45,0.8111040114240501,0.0,0.028116489863824416
46,2.4878861537228487,1.0,-1.5180336572175306
47,5.326508730766965,1.0,0.2713177786163135
48,-0.4197598435528017,0.0,-0.9286742009906225
49,0.37687065926598984,1.0,-2.255888226638546
50,3.7529212724723564,1.0,-0.2521855195349525
51,-1.221978806653911,0.0,-0.4294360275510015
52,-0.5880749710456445,0.0,0.23130322647479587
53,0.7281426692534867,0.0,-0.41923026160959304
54,0.5328666714086515,0.0,0.6412235419865203
55,2.010428649884071,0.0,1.3588698510056145
56,2.630484181268794,1.0,0.12572414047076613
57,5.288545913268768,1.0,0.05153436764717627
58,0.9059728990640852,0.0,-0.7317363938456439
59,-2.469250737028733,0.0,-0.879070481354909
60,4.54140766761431,1.0,-0.12188139654236131
61,0.4473493689101299,0.0,0.31172538216542645
62,3.102490427687605,1.0,-1.2987546087742985
63,0.7889733110560901,0.0,0.5650913847625958
64,-0.15571997928165626,0.0,-0.8498676641918227
65,4.896910368319354,1.0,1.2650304907584577
66,0.5393063153827049,0.0,1.2153706501291162
67,-1.2388260138593772,0.0,-0.9741391565140641
68,-2.6981562156460015,0.0,-2.2556742107266405
69,4.748846694618963,1.0,0.5868182971058188
70,0.13906779392939692,0.0,0.10208827371963296
71,2.5273383712668576,1.0,-0.04857227804259787
72,1.9879163441795513,1.0,-0.7116671397992224
73,2.0769451941597272,1.0,-1.2387584194080619
74,2.201561841634894,1.0,-0.2179184072203719
75,-0.669390850920044,0.0,-0.8849031099754219
76,0.16240626813596126,0.0,-1.1075409742265723
77,3.056406210686837,1.0,-0.97685811446322
78,3.7552714434798267,1.0,0.9979853802834946
79,-1.3155192826535116,0.0,-1.0824726012048524
80,7.087720941031475,1.0,1.4755557431587942
81,-1.5029774125154414,0.0,-1.301208902121599
82,-0.343476579884254,0.0,-0.6021523484045432
83,0.12218279899495377,0.0,0.8394063121893724
84,3.90273764263915,1.0,-0.22964993225191957
85,-0.17291774571207685,0.0,0.8520203744939852
86,3.3558643420520027,1.0,-0.9231036716438124
87,3.7185406695047254,1.0,0.22552721564562184
88,4.733905423155887,1.0,-0.20120570589203124
89,-0.26428469720259923,0.0,0.16647539771255485
90,-0.6374877663914416,0.0,0.5701949314900758
91,-0.8073073726103354,0.0,-0.46432719664787925
92,3.546430510607335,1.0,-0.3702976606869164
93,0.5080150293077503,0.0,-0.32578701582240577
94,2.0970367456329972,1.0,-0.6911521438256361
95,2.7287889495063364,0.0,1.5342350510155665
96,0.49514450602508175,0.0,-0.08467106190202522
97,-1.3598576280397205,0.0,-1.3218476898795528
98,4.915923810328806,1.0,0.4161984798480696
99,-1.3971152583043425,0.0,0.0960819927091155
